VBE ,beta VCE 0.6 N 1 ,beta VCE 0.6 N 2 ,beta VCE 0.6 N 3 ,beta VCE 0.6 N 4 ,beta VCE 0.6 N 5 ,beta VCE 0.6 N 6 ,beta VCE 0.6 N 7 ,beta VCE 0.6 N 8 ,beta VCE 0.6 N 9 ,beta VCE 0.6 N 10 ,beta VCE 0.65 N 1 ,beta VCE 0.65 N 2 ,beta VCE 0.65 N 3 ,beta VCE 0.65 N 4 ,beta VCE 0.65 N 5 ,beta VCE 0.65 N 6 ,beta VCE 0.65 N 7 ,beta VCE 0.65 N 8 ,beta VCE 0.65 N 9 ,beta VCE 0.65 N 10 ,beta VCE 0.7 N 1 ,beta VCE 0.7 N 2 ,beta VCE 0.7 N 3 ,beta VCE 0.7 N 4 ,beta VCE 0.7 N 5 ,beta VCE 0.7 N 6 ,beta VCE 0.7 N 7 ,beta VCE 0.7 N 8 ,beta VCE 0.7 N 9 ,beta VCE 0.7 N 10 ,beta VCE 0.75 N 1 ,beta VCE 0.75 N 2 ,beta VCE 0.75 N 3 ,beta VCE 0.75 N 4 ,beta VCE 0.75 N 5 ,beta VCE 0.75 N 6 ,beta VCE 0.75 N 7 ,beta VCE 0.75 N 8 ,beta VCE 0.75 N 9 ,beta VCE 0.75 N 10 ,beta VCE 0.8 N 1 ,beta VCE 0.8 N 2 ,beta VCE 0.8 N 3 ,beta VCE 0.8 N 4 ,beta VCE 0.8 N 5 ,beta VCE 0.8 N 6 ,beta VCE 0.8 N 7 ,beta VCE 0.8 N 8 ,beta VCE 0.8 N 9 ,beta VCE 0.8 N 10 
475.000E-3,256.217,300.655,319.108,329.212,335.588,339.978,343.185,345.630,347.556,349.112,267.585,308.344,324.844,333.776,339.375,343.214,346.009,348.136,349.808,351.158,280.003,316.435,330.789,338.467,343.248,346.511,348.880,350.679,352.090,353.228,293.623,324.960,336.954,343.291,347.210,349.872,351.799,353.258,354.402,355.322,308.630,333.954,343.352,348.254,351.263,353.298,354.767,355.876,356.744,357.441
480.000E-3,280.473,325.490,343.893,353.898,360.186,364.504,367.652,370.049,371.935,373.457,291.745,332.959,349.418,358.274,363.807,367.592,370.344,372.435,374.078,375.403,303.955,340.777,355.123,362.760,367.502,370.733,373.076,374.853,376.247,377.369,317.228,348.969,361.016,367.358,371.272,373.928,375.848,377.302,378.440,379.356,331.707,357.563,367.107,372.074,375.119,377.177,378.662,379.782,380.659,381.363
485.000E-3,305.831,351.054,369.258,379.087,385.240,389.454,392.521,394.853,396.687,398.166,316.925,358.257,374.543,383.255,388.680,392.383,395.071,397.112,398.714,400.004,328.849,365.760,379.981,387.516,392.182,395.356,397.654,399.396,400.761,401.860,341.702,373.582,385.578,391.871,395.747,398.373,400.271,401.706,402.830,403.733,355.595,381.745,391.342,396.325,399.376,401.437,402.922,404.043,404.919,405.623
490.000E-3,332.121,377.157,395.015,404.593,410.567,414.648,417.614,419.866,421.635,423.060,342.953,384.052,400.034,408.536,413.813,417.407,420.013,421.989,423.539,424.787,354.513,391.202,405.183,412.555,417.110,420.202,422.439,424.133,425.460,426.527,366.876,398.621,410.464,416.654,420.459,423.035,424.894,426.299,427.398,428.282,380.128,406.326,415.885,420.835,423.862,425.905,427.376,428.486,429.354,430.050
495.000E-3,359.136,403.590,420.961,430.220,435.973,439.895,442.740,444.898,446.591,447.955,369.628,410.139,425.694,433.922,439.014,442.476,444.982,446.880,448.368,449.565,380.749,416.903,430.533,437.689,442.097,445.086,447.246,448.880,450.159,451.187,392.556,423.893,435.483,441.520,445.224,447.727,449.533,450.897,451.964,452.821,405.116,431.119,440.548,445.419,448.394,450.400,451.844,452.932,453.783,454.466
500.000E-3,386.647,430.130,446.884,455.760,461.257,464.996,467.705,469.756,471.365,472.660,396.723,436.302,451.313,459.212,464.086,467.394,469.785,471.595,473.012,474.152,407.337,442.654,455.830,462.717,466.950,469.816,471.884,473.447,474.670,475.654,418.531,449.192,460.438,466.275,469.849,472.262,474.002,475.314,476.340,477.165,430.355,455.924,465.139,469.888,472.784,474.735,476.138,477.196,478.022,478.685
505.000E-3,414.399,456.545,472.567,481.007,486.217,489.754,492.312,494.248,495.765,496.985,423.994,462.317,476.681,484.203,488.831,491.966,494.230,495.942,497.282,498.359,434.041,468.237,480.867,487.441,491.473,494.198,496.163,497.647,498.808,499.740,444.573,474.308,485.126,490.723,494.143,496.450,498.111,499.364,500.343,501.129,455.628,480.539,489.461,494.048,496.842,498.722,500.074,501.092,501.888,502.526
510.000E-3,442.128,482.604,497.796,505.757,510.656,513.976,516.374,518.187,519.606,520.746,451.184,487.960,501.590,508.694,513.054,516.003,518.130,519.737,520.993,522.003,460.616,493.435,505.441,511.666,515.475,518.046,519.898,521.296,522.389,523.266,470.450,499.034,509.351,514.672,517.918,520.105,521.678,522.865,523.791,524.535,480.711,504.760,513.322,517.713,520.384,522.180,523.471,524.443,525.201,525.810
515.000E-3,469.563,508.083,522.367,529.815,534.387,537.479,539.709,541.394,542.712,543.771,478.036,513.014,525.840,532.497,536.572,539.324,541.307,542.804,543.974,544.914,486.819,518.040,529.358,535.205,538.775,541.182,542.914,544.221,545.242,546.061,495.929,523.166,532.924,537.940,540.996,543.053,544.531,545.645,546.515,547.213,505.385,528.393,536.537,540.704,543.235,544.936,546.157,547.077,547.794,548.370
520.000E-3,496.441,532.769,546.090,553.004,557.237,560.095,562.154,563.709,564.924,565.900,504.300,537.274,549.246,555.435,559.215,561.764,563.599,564.983,566.065,566.933,512.410,541.855,552.438,557.886,561.207,563.443,565.051,566.263,567.209,567.969,520.784,546.515,555.667,560.360,563.213,565.132,566.510,567.549,568.359,569.009,529.435,551.254,558.934,562.854,565.233,566.831,567.977,568.840,569.513,570.052
525.000E-3,522.511,556.471,568.795,575.163,579.053,581.676,583.564,584.988,586.100,586.993,529.738,560.557,571.643,577.352,580.832,583.176,584.862,586.133,587.125,587.921,537.166,564.702,574.519,579.557,582.622,584.684,586.166,587.282,588.153,588.852,544.805,568.908,577.424,581.779,584.423,586.200,587.475,588.436,589.185,589.785,552.662,573.177,580.359,584.018,586.235,587.723,588.790,589.594,590.220,590.722
530.000E-3,547.547,579.021,590.332,596.155,599.705,602.094,603.813,605.109,606.120,606.932,554.137,582.699,592.886,598.114,601.295,603.435,604.973,606.131,607.036,607.761,560.887,586.424,595.461,600.085,602.894,604.782,606.137,607.158,607.954,608.592,567.802,590.196,598.059,602.069,604.501,606.134,607.305,608.187,608.875,609.426,574.889,594.016,600.678,604.066,606.117,607.492,608.478,609.220,609.798,610.261
535.000E-3,571.349,600.277,610.582,615.869,619.085,621.247,622.801,623.972,624.886,625.618,577.310,603.566,612.857,617.611,620.498,622.439,623.832,624.881,625.699,626.356,583.396,606.890,615.148,619.362,621.918,623.634,624.866,625.793,626.515,627.095,589.611,610.251,617.457,621.124,623.345,624.834,625.903,626.707,627.333,627.835,595.958,613.649,619.782,622.895,624.778,626.039,626.943,627.623,628.153,628.578
540.000E-3,593.753,620.129,629.450,634.216,637.111,639.055,640.452,641.503,642.323,642.980,599.103,623.050,631.464,635.757,638.361,640.109,641.363,642.307,643.043,643.633,604.550,625.999,633.491,637.305,639.615,641.165,642.276,643.113,643.764,644.287,610.095,628.975,635.531,638.860,640.875,642.225,643.193,643.920,644.488,644.942,615.743,631.979,637.583,640.423,642.139,643.288,644.111,644.730,645.212,645.599
545.000E-3,614.628,638.495,646.869,651.138,653.727,655.464,656.711,657.649,658.381,658.967,619.394,641.074,648.642,652.494,654.826,656.391,657.513,658.357,659.015,659.543,624.235,643.673,650.425,653.854,655.929,657.320,658.317,659.067,659.651,660.119,629.151,646.294,652.218,655.221,657.036,658.252,659.123,659.778,660.288,660.696,634.144,648.935,654.020,656.593,658.146,659.186,659.930,660.490,660.926,661.275
550.000E-3,633.882,655.324,662.797,666.598,668.900,670.443,671.550,672.382,673.031,673.551,638.099,657.587,664.351,667.785,669.863,671.255,672.253,673.003,673.588,674.057,642.372,659.866,665.911,668.976,670.828,672.068,672.957,673.625,674.146,674.563,646.702,662.160,667.479,670.171,671.796,672.884,673.663,674.249,674.705,675.070,651.090,664.471,669.054,671.370,672.767,673.701,674.370,674.873,675.265,675.578
555.000E-3,651.458,670.590,677.220,680.584,682.618,683.982,684.959,685.693,686.266,686.724,655.164,672.566,678.574,681.618,683.458,684.690,685.573,686.236,686.753,687.168,658.913,674.554,679.933,682.656,684.300,685.400,686.188,686.780,687.242,687.611,662.704,676.553,681.298,683.696,685.143,686.111,686.804,687.325,687.731,688.056,666.539,678.563,682.669,684.740,685.989,686.824,687.422,687.871,688.220,688.500
560.000E-3,667.331,684.294,690.141,693.103,694.892,696.090,696.948,697.593,698.096,698.498,670.569,686.011,691.317,694.001,695.622,696.706,697.483,698.067,698.521,698.886,673.839,687.736,692.497,694.902,696.353,697.324,698.019,698.541,698.948,699.274,677.140,689.470,693.680,695.805,697.086,697.942,698.555,699.016,699.375,699.662,680.473,691.212,694.868,696.710,697.820,698.562,699.093,699.492,699.802,700.051
565.000E-3,681.507,696.457,701.588,704.181,705.747,706.794,707.544,708.108,708.547,708.898,684.321,697.943,702.604,704.959,706.379,707.329,708.009,708.520,708.918,709.237,687.157,699.434,703.624,705.738,707.013,707.865,708.475,708.933,709.290,709.576,690.017,700.931,704.647,706.519,707.647,708.401,708.941,709.346,709.662,709.915,692.901,702.435,705.672,707.302,708.283,708.939,709.408,709.760,710.034,710.254
570.000E-3,694.016,707.120,711.599,713.860,715.223,716.135,716.787,717.278,717.659,717.965,696.449,708.400,712.476,714.531,715.770,716.598,717.191,717.636,717.983,718.261,698.898,709.684,713.354,715.203,716.318,717.062,717.595,717.995,718.307,718.556,701.364,710.973,714.235,715.877,716.866,717.527,718.000,718.355,718.631,718.852,703.848,712.267,715.118,716.552,717.415,717.992,718.405,718.714,718.955,719.148
575.000E-3,704.910,716.337,720.229,722.191,723.373,724.163,724.729,725.153,725.484,725.749,707.004,717.436,720.983,722.769,723.845,724.564,725.079,725.465,725.766,726.007,709.109,718.539,721.738,723.348,724.318,724.966,725.429,725.777,726.048,726.265,711.227,719.644,722.495,723.928,724.791,725.368,725.780,726.090,726.331,726.523,713.357,720.753,723.253,724.509,725.265,725.770,726.131,726.402,726.613,726.782
580.000E-3,714.256,724.173,727.541,729.236,730.257,730.939,731.428,731.794,732.079,732.308,716.050,725.115,728.188,729.734,730.665,731.287,731.731,732.065,732.325,732.534,717.853,726.059,728.836,730.232,731.073,731.634,732.035,732.337,732.572,732.759,719.665,727.005,729.485,730.731,731.481,731.982,732.340,732.609,732.818,732.985,721.486,727.953,730.135,731.231,731.890,732.330,732.644,732.880,733.064,733.211
585.000E-3,722.132,730.703,733.605,735.065,735.943,736.530,736.950,737.265,737.510,737.707,723.665,731.507,734.159,735.493,736.295,736.831,737.214,737.501,737.725,737.905,725.204,732.314,734.715,735.921,736.647,737.131,737.478,737.738,737.940,738.102,726.749,733.122,735.271,736.350,736.999,737.432,737.742,737.975,738.156,738.300,728.301,733.931,735.827,736.779,737.351,737.733,738.006,738.211,738.371,738.498
590.000E-3,728.627,736.004,738.496,739.748,740.502,741.005,741.365,741.635,741.845,742.014,729.932,736.690,738.971,740.116,740.806,741.266,741.595,741.842,742.034,742.188,731.242,737.378,739.446,740.485,741.109,741.526,741.824,742.048,742.222,742.362,732.557,738.067,739.922,740.854,741.413,741.787,742.054,742.255,742.411,742.536,733.876,738.757,740.399,741.223,741.718,742.048,742.284,742.461,742.599,742.710
595.000E-3,733.831,740.158,742.291,743.362,744.006,744.437,744.744,744.975,745.154,745.298,734.940,740.743,742.698,743.679,744.269,744.663,744.944,745.156,745.320,745.452,736.053,741.329,743.105,743.996,744.532,744.889,745.145,745.337,745.486,745.605,737.169,741.917,743.513,744.314,744.795,745.116,745.346,745.518,745.652,745.759,738.288,742.505,743.921,744.631,745.058,745.343,745.546,745.699,745.818,745.913
600.000E-3,737.839,743.247,745.068,745.981,746.530,746.897,747.159,747.356,747.509,747.631,738.780,743.746,745.417,746.254,746.758,747.094,747.335,747.515,747.655,747.767,739.724,744.246,745.766,746.528,746.986,747.292,747.510,747.674,747.802,747.904,740.669,744.746,746.115,746.802,747.214,747.489,747.686,747.834,747.948,748.040,741.617,745.247,746.465,747.075,747.442,747.687,747.862,747.993,748.095,748.177
605.000E-3,740.745,745.353,746.902,747.679,748.146,748.458,748.680,748.848,748.978,749.082,741.542,745.779,747.202,747.916,748.344,748.631,748.835,748.989,749.108,749.204,742.341,746.205,747.502,748.152,748.543,748.803,748.990,749.130,749.238,749.325,743.141,746.631,747.802,748.389,748.741,748.976,749.145,749.271,749.369,749.447,743.943,747.058,748.102,748.625,748.940,749.149,749.299,749.412,749.499,749.569
610.000E-3,742.638,746.555,747.869,748.528,748.924,749.189,749.377,749.519,749.629,749.718,743.313,746.918,748.127,748.734,749.098,749.341,749.514,749.645,749.746,749.827,743.989,747.282,748.386,748.939,749.271,749.493,749.652,749.770,749.863,749.937,744.666,747.646,748.644,749.144,749.445,749.645,749.789,749.896,749.980,750.047,745.344,748.010,748.903,749.350,749.618,749.798,749.926,750.022,750.096,750.156
615.000E-3,743.606,746.926,748.040,748.598,748.933,749.156,749.316,749.436,749.529,749.604,744.178,747.237,748.263,748.777,749.085,749.291,749.438,749.549,749.635,749.703,744.750,747.549,748.486,748.956,749.238,749.426,749.561,749.661,749.740,749.803,745.323,747.860,748.710,749.135,749.391,749.561,749.683,749.774,749.845,749.902,745.897,748.172,748.933,749.314,749.543,749.696,749.805,749.887,749.951,750.001
620.000E-3,743.733,746.541,747.481,747.953,748.236,748.425,748.560,748.661,748.739,748.803,744.217,746.808,747.675,748.110,748.371,748.545,748.669,748.763,748.835,748.893,744.702,747.075,747.869,748.267,748.506,748.665,748.779,748.865,748.931,748.984,745.187,747.342,748.063,748.424,748.641,748.786,748.889,748.966,749.027,749.075,745.672,747.609,748.257,748.581,748.776,748.906,748.999,749.068,749.122,749.166
625.000E-3,743.094,745.464,746.258,746.655,746.894,747.053,747.167,747.252,747.318,747.371,743.505,745.694,746.427,746.794,747.014,747.161,747.266,747.345,747.406,747.455,743.916,745.925,746.596,746.933,747.135,747.269,747.366,747.438,747.494,747.539,744.328,746.155,746.766,747.071,747.255,747.378,747.465,747.531,747.582,747.623,744.740,746.385,746.935,747.210,747.375,747.486,747.564,747.624,747.669,747.706
630.000E-3,741.763,743.760,744.428,744.762,744.963,745.097,745.193,745.264,745.320,745.365,742.113,743.959,744.577,744.886,745.071,745.195,745.284,745.350,745.402,745.443,742.462,744.158,744.725,745.009,745.180,745.293,745.375,745.435,745.483,745.521,742.812,744.358,744.874,745.133,745.288,745.391,745.465,745.521,745.564,745.599,743.162,744.557,745.023,745.256,745.396,745.490,745.556,745.606,745.645,745.676
635.000E-3,739.806,741.485,742.046,742.327,742.496,742.608,742.689,742.749,742.796,742.834,740.104,741.659,742.178,742.438,742.594,742.698,742.773,742.829,742.872,742.907,740.402,741.832,742.310,742.549,742.693,742.788,742.857,742.908,742.948,742.980,740.701,742.006,742.442,742.660,742.791,742.878,742.940,742.987,743.024,743.053,740.999,742.179,742.573,742.770,742.889,742.968,743.024,743.066,743.099,743.126
640.000E-3,737.282,738.692,739.163,739.399,739.541,739.635,739.702,739.753,739.792,739.824,737.538,738.844,739.281,739.500,739.631,739.718,739.781,739.827,739.864,739.893,737.793,738.997,739.399,739.600,739.721,739.801,739.859,739.902,739.935,739.962,738.049,739.149,739.516,739.700,739.810,739.884,739.937,739.976,740.007,740.031,738.304,739.301,739.634,739.800,739.900,739.967,740.014,740.050,740.078,740.100
645.000E-3,734.248,735.430,735.825,736.022,736.141,736.220,736.276,736.319,736.352,736.378,734.468,735.565,735.931,736.114,736.224,736.297,736.350,736.389,736.420,736.444,734.688,735.699,736.037,736.206,736.307,736.375,736.423,736.459,736.488,736.510,734.908,735.834,736.143,736.297,736.390,736.452,736.496,736.529,736.555,736.576,735.128,735.968,736.248,736.389,736.473,736.529,736.569,736.599,736.623,736.642
650.000E-3,730.752,731.741,732.072,732.237,732.336,732.403,732.450,732.485,732.513,732.535,730.942,731.861,732.168,732.322,732.414,732.476,732.519,732.552,732.578,732.598,731.133,731.981,732.265,732.407,732.492,732.548,732.589,732.619,732.643,732.662,731.323,732.101,732.361,732.491,732.569,732.621,732.658,732.686,732.708,732.725,731.514,732.221,732.457,732.575,732.646,732.694,732.727,732.753,732.772,732.788
655.000E-3,726.838,727.666,727.942,728.080,728.163,728.219,728.258,728.288,728.311,728.329,727.005,727.774,728.031,728.159,728.237,728.288,728.325,728.352,728.374,728.391,727.171,727.882,728.120,728.238,728.310,728.357,728.391,728.417,728.436,728.452,727.337,727.990,728.208,728.317,728.382,728.426,728.457,728.481,728.499,728.513,727.503,728.098,728.296,728.396,728.455,728.495,728.523,728.545,728.561,728.574
660.000E-3,722.547,723.238,723.469,723.584,723.654,723.700,723.733,723.758,723.777,723.792,722.693,723.337,723.551,723.659,723.723,723.766,723.797,723.820,723.838,723.852,722.839,723.435,723.634,723.733,723.793,723.833,723.861,723.882,723.899,723.912,722.985,723.533,723.716,723.807,723.862,723.899,723.925,723.944,723.960,723.972,723.131,723.631,723.798,723.881,723.931,723.964,723.988,724.006,724.020,724.031
665.000E-3,717.913,718.490,718.682,718.778,718.836,718.875,718.902,718.923,718.939,718.952,718.043,718.580,718.760,718.849,718.903,718.939,718.965,718.984,718.999,719.011,718.172,718.671,718.837,718.920,718.970,719.003,719.027,719.044,719.058,719.069,718.302,718.761,718.914,718.990,719.036,719.067,719.088,719.105,719.118,719.128,718.431,718.850,718.990,719.060,719.102,719.130,719.150,719.165,719.177,719.186
670.000E-3,712.966,713.447,713.607,713.688,713.736,713.768,713.791,713.808,713.822,713.832,713.083,713.531,713.681,713.756,713.801,713.831,713.852,713.868,713.881,713.891,713.199,713.615,713.754,713.823,713.865,713.893,713.913,713.928,713.939,713.948,713.315,713.699,713.827,713.891,713.929,713.955,713.973,713.987,713.997,714.006,713.431,713.782,713.899,713.958,713.993,714.016,714.033,714.046,714.055,714.063
675.000E-3,707.734,708.134,708.268,708.335,708.375,708.402,708.421,708.435,708.446,708.455,707.840,708.214,708.338,708.401,708.438,708.463,708.481,708.494,708.505,708.513,707.945,708.292,708.408,708.466,708.501,708.524,708.541,708.553,708.563,708.570,708.050,708.371,708.478,708.531,708.563,708.585,708.600,708.611,708.620,708.627,708.155,708.449,708.547,708.596,708.625,708.645,708.659,708.669,708.678,708.684
680.000E-3,702.238,702.571,702.683,702.738,702.772,702.794,702.810,702.822,702.831,702.838,702.335,702.647,702.751,702.803,702.834,702.855,702.870,702.881,702.889,702.896,702.432,702.722,702.818,702.867,702.896,702.915,702.929,702.939,702.947,702.954,702.528,702.796,702.885,702.930,702.957,702.975,702.987,702.997,703.004,703.010,702.624,702.870,702.952,702.993,703.017,703.034,703.046,703.054,703.061,703.067
685.000E-3,696.498,696.775,696.868,696.914,696.942,696.960,696.974,696.984,696.991,696.997,696.589,696.848,696.935,696.978,697.004,697.021,697.033,697.043,697.050,697.056,696.679,696.920,697.000,697.041,697.065,697.081,697.092,697.101,697.108,697.113,696.768,696.991,697.066,697.103,697.125,697.140,697.151,697.159,697.165,697.170,696.856,697.062,697.130,697.164,697.185,697.199,697.208,697.216,697.222,697.226
690.000E-3,690.530,690.760,690.837,690.875,690.898,690.914,690.925,690.933,690.939,690.945,690.615,690.831,690.903,690.939,690.960,690.975,690.985,690.993,690.999,691.003,690.700,690.900,690.967,691.001,691.021,691.035,691.044,691.051,691.057,691.061,690.783,690.969,691.031,691.062,691.081,691.094,691.102,691.109,691.114,691.118,690.866,691.038,691.095,691.123,691.140,691.152,691.160,691.166,691.171,691.175
695.000E-3,684.345,684.536,684.600,684.632,684.651,684.664,684.673,684.680,684.685,684.689,684.426,684.606,684.665,684.695,684.713,684.725,684.734,684.740,684.745,684.749,684.507,684.674,684.730,684.758,684.774,684.785,684.793,684.799,684.804,684.808,684.586,684.741,684.793,684.819,684.834,684.845,684.852,684.858,684.862,684.865,684.665,684.808,684.856,684.879,684.894,684.903,684.910,684.915,684.919,684.922
700.000E-3,677.952,678.111,678.164,678.190,678.206,678.217,678.224,678.230,678.234,678.238,678.031,678.180,678.230,678.255,678.269,678.279,678.286,678.292,678.296,678.299,678.109,678.248,678.294,678.317,678.331,678.340,678.347,678.352,678.356,678.359,678.185,678.314,678.357,678.379,678.392,678.400,678.406,678.411,678.415,678.418,678.261,678.380,678.419,678.439,678.451,678.459,678.465,678.469,678.472,678.475
705.000E-3,671.357,671.489,671.533,671.555,671.568,671.577,671.583,671.588,671.591,671.594,671.435,671.558,671.600,671.620,671.633,671.641,671.647,671.651,671.655,671.657,671.511,671.626,671.665,671.684,671.696,671.703,671.709,671.713,671.716,671.719,671.585,671.693,671.728,671.746,671.757,671.764,671.769,671.773,671.776,671.778,671.658,671.758,671.791,671.807,671.817,671.824,671.828,671.832,671.835,671.837
710.000E-3,664.562,664.671,664.708,664.726,664.737,664.744,664.749,664.753,664.756,664.759,664.640,664.742,664.776,664.793,664.804,664.810,664.815,664.819,664.822,664.824,664.715,664.811,664.843,664.859,664.868,664.875,664.879,664.883,664.885,664.887,664.788,664.877,664.907,664.922,664.931,664.937,664.941,664.944,664.947,664.949,664.860,664.943,664.970,664.984,664.992,664.998,665.001,665.004,665.007,665.009
715.000E-3,657.565,657.656,657.686,657.701,657.710,657.716,657.720,657.724,657.726,657.728,657.644,657.729,657.757,657.771,657.780,657.786,657.790,657.793,657.795,657.797,657.719,657.799,657.825,657.839,657.847,657.852,657.856,657.859,657.861,657.863,657.793,657.867,657.891,657.904,657.911,657.916,657.920,657.922,657.924,657.926,657.864,657.933,657.955,657.967,657.974,657.978,657.982,657.984,657.986,657.987
720.000E-3,650.362,650.437,650.462,650.474,650.482,650.487,650.490,650.493,650.495,650.497,650.443,650.513,650.537,650.548,650.555,650.560,650.563,650.566,650.568,650.569,650.520,650.585,650.607,650.618,650.625,650.629,650.633,650.635,650.637,650.638,650.594,650.655,650.676,650.686,650.692,650.696,650.699,650.701,650.703,650.704,650.665,650.722,650.741,650.751,650.756,650.760,650.763,650.765,650.767,650.768
725.000E-3,642.943,643.005,643.026,643.036,643.042,643.047,643.049,643.052,643.053,643.055,643.027,643.086,643.105,643.115,643.121,643.124,643.127,643.129,643.131,643.132,643.107,643.161,643.179,643.189,643.194,643.198,643.200,643.202,643.204,643.205,643.182,643.233,643.250,643.259,643.264,643.267,643.270,643.272,643.273,643.274,643.255,643.303,643.318,643.326,643.331,643.334,643.336,643.338,643.339,643.340
730.000E-3,635.296,635.347,635.364,635.373,635.378,635.381,635.384,635.386,635.387,635.388,635.385,635.433,635.449,635.457,635.462,635.465,635.467,635.469,635.470,635.471,635.468,635.513,635.528,635.536,635.540,635.543,635.545,635.547,635.548,635.549,635.546,635.588,635.603,635.610,635.614,635.617,635.619,635.620,635.621,635.622,635.621,635.660,635.674,635.680,635.684,635.687,635.689,635.690,635.691,635.692
