freq (Hz),output noise; A / sqrt(Hz) M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 4  (A / sqrt(Hz))
331.131,35.9540E-12,38.3937E-12,43.2184E-12,53.6651E-12,70.4015E-12
338.844,35.7348E-12,38.2613E-12,43.1380E-12,53.6124E-12,70.3634E-12
346.737,35.5192E-12,38.1316E-12,43.0592E-12,53.5608E-12,70.3262E-12
354.813,35.3073E-12,38.0043E-12,42.9822E-12,53.5104E-12,70.2898E-12
363.078,35.0990E-12,37.8795E-12,42.9067E-12,53.4611E-12,70.2542E-12
371.535,34.8942E-12,37.7572E-12,42.8328E-12,53.4128E-12,70.2194E-12
380.189,34.6930E-12,37.6373E-12,42.7605E-12,53.3656E-12,70.1854E-12
389.045,34.4951E-12,37.5197E-12,42.6897E-12,53.3195E-12,70.1521E-12
398.107,34.3007E-12,37.4045E-12,42.6205E-12,53.2743E-12,70.1196E-12
407.380,34.1096E-12,37.2915E-12,42.5526E-12,53.2302E-12,70.0878E-12
416.869,33.9219E-12,37.1808E-12,42.4863E-12,53.1870E-12,70.0567E-12
426.580,33.7374E-12,37.0723E-12,42.4213E-12,53.1447E-12,70.0263E-12
436.516,33.5561E-12,36.9659E-12,42.3577E-12,53.1034E-12,69.9966E-12
446.684,33.3780E-12,36.8617E-12,42.2955E-12,53.0630E-12,69.9676E-12
457.088,33.2030E-12,36.7595E-12,42.2346E-12,53.0235E-12,69.9392E-12
467.735,33.0311E-12,36.6594E-12,42.1750E-12,52.9849E-12,69.9114E-12
478.630,32.8623E-12,36.5614E-12,42.1166E-12,52.9471E-12,69.8843E-12
489.779,32.6964E-12,36.4653E-12,42.0596E-12,52.9101E-12,69.8578E-12
501.187,32.5335E-12,36.3711E-12,42.0037E-12,52.8740E-12,69.8318E-12
512.861,32.3736E-12,36.2788E-12,41.9491E-12,52.8387E-12,69.8065E-12
524.807,32.2165E-12,36.1885E-12,41.8956E-12,52.8041E-12,69.7817E-12
537.032,32.0622E-12,36.0999E-12,41.8433E-12,52.7703E-12,69.7574E-12
549.541,31.9107E-12,36.0132E-12,41.7921E-12,52.7373E-12,69.7338E-12
562.341,31.7620E-12,35.9282E-12,41.7420E-12,52.7049E-12,69.7106E-12
575.440,31.6160E-12,35.8450E-12,41.6929E-12,52.6734E-12,69.6880E-12
588.844,31.4727E-12,35.7634E-12,41.6450E-12,52.6425E-12,69.6658E-12
602.560,31.3319E-12,35.6836E-12,41.5981E-12,52.6122E-12,69.6442E-12
616.595,31.1938E-12,35.6054E-12,41.5522E-12,52.5827E-12,69.6231E-12
630.957,31.0582E-12,35.5288E-12,41.5073E-12,52.5538E-12,69.6024E-12
645.654,30.9252E-12,35.4538E-12,41.4634E-12,52.5256E-12,69.5822E-12
660.693,30.7946E-12,35.3804E-12,41.4204E-12,52.4980E-12,69.5624E-12
676.083,30.6664E-12,35.3084E-12,41.3784E-12,52.4710E-12,69.5431E-12
691.831,30.5407E-12,35.2380E-12,41.3372E-12,52.4446E-12,69.5242E-12
707.946,30.4173E-12,35.1690E-12,41.2970E-12,52.4188E-12,69.5058E-12
724.436,30.2962E-12,35.1015E-12,41.2577E-12,52.3935E-12,69.4878E-12
741.310,30.1774E-12,35.0354E-12,41.2192E-12,52.3689E-12,69.4701E-12
758.578,30.0609E-12,34.9707E-12,41.1815E-12,52.3448E-12,69.4529E-12
776.247,29.9466E-12,34.9073E-12,41.1447E-12,52.3212E-12,69.4361E-12
794.328,29.8344E-12,34.8453E-12,41.1087E-12,52.2981E-12,69.4196E-12
812.831,29.7244E-12,34.7845E-12,41.0735E-12,52.2756E-12,69.4035E-12
831.764,29.6165E-12,34.7251E-12,41.0390E-12,52.2535E-12,69.3878E-12
851.138,29.5107E-12,34.6669E-12,41.0053E-12,52.2320E-12,69.3724E-12
870.964,29.4070E-12,34.6099E-12,40.9723E-12,52.2109E-12,69.3574E-12
891.251,29.3052E-12,34.5541E-12,40.9401E-12,52.1903E-12,69.3427E-12
912.011,29.2054E-12,34.4996E-12,40.9086E-12,52.1702E-12,69.3283E-12
933.254,29.1076E-12,34.4461E-12,40.8778E-12,52.1505E-12,69.3143E-12
954.993,29.0116E-12,34.3938E-12,40.8476E-12,52.1313E-12,69.3006E-12
977.237,28.9175E-12,34.3427E-12,40.8181E-12,52.1125E-12,69.2872E-12
1.00000E3,28.8253E-12,34.2926E-12,40.7893E-12,52.0941E-12,69.2741E-12
1.02329E3,28.7349E-12,34.2436E-12,40.7611E-12,52.0761E-12,69.2612E-12
1.04713E3,28.6463E-12,34.1956E-12,40.7335E-12,52.0586E-12,69.2487E-12
1.07152E3,28.5594E-12,34.1487E-12,40.7066E-12,52.0414E-12,69.2365E-12
1.09648E3,28.4743E-12,34.1027E-12,40.6802E-12,52.0246E-12,69.2245E-12
1.12202E3,28.3908E-12,34.0578E-12,40.6544E-12,52.0082E-12,69.2128E-12
1.14815E3,28.3090E-12,34.0138E-12,40.6292E-12,51.9921E-12,69.2014E-12
1.17490E3,28.2288E-12,33.9708E-12,40.6045E-12,51.9765E-12,69.1902E-12
1.20226E3,28.1503E-12,33.9287E-12,40.5804E-12,51.9611E-12,69.1793E-12
1.23027E3,28.0733E-12,33.8875E-12,40.5568E-12,51.9461E-12,69.1687E-12
1.25893E3,27.9979E-12,33.8472E-12,40.5338E-12,51.9315E-12,69.1582E-12
1.28825E3,27.9239E-12,33.8077E-12,40.5113E-12,51.9172E-12,69.1480E-12
1.31826E3,27.8515E-12,33.7691E-12,40.4892E-12,51.9032E-12,69.1381E-12
1.34896E3,27.7806E-12,33.7314E-12,40.4677E-12,51.8895E-12,69.1283E-12
1.38038E3,27.7110E-12,33.6944E-12,40.4466E-12,51.8761E-12,69.1188E-12
1.41254E3,27.6429E-12,33.6583E-12,40.4260E-12,51.8630E-12,69.1095E-12
1.44544E3,27.5762E-12,33.6230E-12,40.4059E-12,51.8503E-12,69.1004E-12
1.47911E3,27.5109E-12,33.5884E-12,40.3862E-12,51.8378E-12,69.0916E-12
1.51356E3,27.4468E-12,33.5546E-12,40.3669E-12,51.8255E-12,69.0829E-12
1.54882E3,27.3841E-12,33.5215E-12,40.3481E-12,51.8136E-12,69.0744E-12
1.58489E3,27.3227E-12,33.4891E-12,40.3297E-12,51.8019E-12,69.0661E-12
1.62181E3,27.2626E-12,33.4575E-12,40.3117E-12,51.7905E-12,69.0580E-12
1.65959E3,27.2037E-12,33.4265E-12,40.2941E-12,51.7794E-12,69.0501E-12
1.69824E3,27.1460E-12,33.3962E-12,40.2769E-12,51.7685E-12,69.0423E-12
1.73780E3,27.0895E-12,33.3666E-12,40.2601E-12,51.7579E-12,69.0348E-12
1.77828E3,27.0341E-12,33.3376E-12,40.2437E-12,51.7474E-12,69.0274E-12
1.81970E3,26.9800E-12,33.3092E-12,40.2276E-12,51.7373E-12,69.0201E-12
1.86209E3,26.9269E-12,33.2815E-12,40.2119E-12,51.7273E-12,69.0131E-12
1.90546E3,26.8750E-12,33.2544E-12,40.1965E-12,51.7176E-12,69.0062E-12
1.94984E3,26.8241E-12,33.2279E-12,40.1815E-12,51.7081E-12,68.9994E-12
1.99526E3,26.7743E-12,33.2020E-12,40.1668E-12,51.6988E-12,68.9928E-12
2.04174E3,26.7256E-12,33.1766E-12,40.1525E-12,51.6897E-12,68.9864E-12
2.08930E3,26.6778E-12,33.1518E-12,40.1385E-12,51.6809E-12,68.9801E-12
2.13796E3,26.6311E-12,33.1275E-12,40.1247E-12,51.6722E-12,68.9739E-12
2.18776E3,26.5854E-12,33.1038E-12,40.1113E-12,51.6637E-12,68.9679E-12
2.23872E3,26.5406E-12,33.0806E-12,40.0982E-12,51.6554E-12,68.9620E-12
2.29087E3,26.4968E-12,33.0579E-12,40.0854E-12,51.6473E-12,68.9563E-12
2.34423E3,26.4539E-12,33.0357E-12,40.0729E-12,51.6394E-12,68.9506E-12
2.39883E3,26.4119E-12,33.0140E-12,40.0607E-12,51.6317E-12,68.9452E-12
2.45471E3,26.3708E-12,32.9928E-12,40.0487E-12,51.6241E-12,68.9398E-12
2.51189E3,26.3305E-12,32.9721E-12,40.0370E-12,51.6168E-12,68.9346E-12
2.57040E3,26.2912E-12,32.9518E-12,40.0256E-12,51.6095E-12,68.9294E-12
2.63027E3,26.2526E-12,32.9320E-12,40.0144E-12,51.6025E-12,68.9244E-12
2.69153E3,26.2149E-12,32.9126E-12,40.0035E-12,51.5956E-12,68.9195E-12
2.75423E3,26.1780E-12,32.8936E-12,39.9928E-12,51.5888E-12,68.9147E-12
2.81838E3,26.1419E-12,32.8751E-12,39.9823E-12,51.5822E-12,68.9101E-12
2.88403E3,26.1066E-12,32.8569E-12,39.9721E-12,51.5758E-12,68.9055E-12
2.95121E3,26.0720E-12,32.8392E-12,39.9622E-12,51.5695E-12,68.9010E-12
3.01995E3,26.0382E-12,32.8219E-12,39.9524E-12,51.5634E-12,68.8967E-12
3.09030E3,26.0051E-12,32.8049E-12,39.9429E-12,51.5573E-12,68.8924E-12
3.16228E3,25.9727E-12,32.7883E-12,39.9336E-12,51.5515E-12,68.8882E-12
3.23594E3,25.9410E-12,32.7721E-12,39.9244E-12,51.5457E-12,68.8842E-12
3.31131E3,25.9099E-12,32.7563E-12,39.9155E-12,51.5401E-12,68.8802E-12
3.38844E3,25.8796E-12,32.7408E-12,39.9068E-12,51.5346E-12,68.8763E-12
3.46737E3,25.8499E-12,32.7257E-12,39.8983E-12,51.5293E-12,68.8725E-12
3.54813E3,25.8209E-12,32.7109E-12,39.8900E-12,51.5240E-12,68.8688E-12
3.63078E3,25.7924E-12,32.6964E-12,39.8819E-12,51.5189E-12,68.8651E-12
3.71535E3,25.7646E-12,32.6822E-12,39.8740E-12,51.5139E-12,68.8616E-12
3.80189E3,25.7375E-12,32.6684E-12,39.8662E-12,51.5090E-12,68.8581E-12
3.89045E3,25.7108E-12,32.6549E-12,39.8586E-12,51.5042E-12,68.8547E-12
3.98107E3,25.6848E-12,32.6416E-12,39.8512E-12,51.4996E-12,68.8514E-12
4.07380E3,25.6594E-12,32.6287E-12,39.8440E-12,51.4950E-12,68.8482E-12
4.16869E3,25.6345E-12,32.6161E-12,39.8369E-12,51.4905E-12,68.8450E-12
4.26580E3,25.6101E-12,32.6037E-12,39.8299E-12,51.4862E-12,68.8419E-12
4.36516E3,25.5863E-12,32.5916E-12,39.8232E-12,51.4819E-12,68.8389E-12
4.46684E3,25.5630E-12,32.5798E-12,39.8166E-12,51.4777E-12,68.8360E-12
4.57088E3,25.5402E-12,32.5683E-12,39.8101E-12,51.4737E-12,68.8331E-12
4.67735E3,25.5179E-12,32.5570E-12,39.8038E-12,51.4697E-12,68.8303E-12
4.78630E3,25.4961E-12,32.5460E-12,39.7976E-12,51.4658E-12,68.8275E-12
4.89779E3,25.4747E-12,32.5352E-12,39.7916E-12,51.4620E-12,68.8248E-12
5.01187E3,25.4539E-12,32.5247E-12,39.7857E-12,51.4583E-12,68.8222E-12
5.12861E3,25.4335E-12,32.5143E-12,39.7799E-12,51.4547E-12,68.8196E-12
5.24807E3,25.4135E-12,32.5043E-12,39.7743E-12,51.4511E-12,68.8171E-12
5.37032E3,25.3940E-12,32.4944E-12,39.7688E-12,51.4476E-12,68.8146E-12
5.49541E3,25.3749E-12,32.4848E-12,39.7634E-12,51.4443E-12,68.8122E-12
5.62341E3,25.3562E-12,32.4754E-12,39.7581E-12,51.4409E-12,68.8099E-12
5.75440E3,25.3380E-12,32.4662E-12,39.7530E-12,51.4377E-12,68.8076E-12
5.88844E3,25.3201E-12,32.4572E-12,39.7479E-12,51.4345E-12,68.8053E-12
6.02560E3,25.3027E-12,32.4484E-12,39.7430E-12,51.4315E-12,68.8032E-12
6.16595E3,25.2856E-12,32.4398E-12,39.7382E-12,51.4284E-12,68.8010E-12
6.30957E3,25.2689E-12,32.4314E-12,39.7335E-12,51.4255E-12,68.7989E-12
6.45654E3,25.2526E-12,32.4232E-12,39.7289E-12,51.4226E-12,68.7969E-12
6.60693E3,25.2366E-12,32.4152E-12,39.7245E-12,51.4198E-12,68.7949E-12
6.76083E3,25.2210E-12,32.4073E-12,39.7201E-12,51.4170E-12,68.7929E-12
6.91831E3,25.2057E-12,32.3997E-12,39.7158E-12,51.4143E-12,68.7910E-12
7.07946E3,25.1908E-12,32.3922E-12,39.7116E-12,51.4117E-12,68.7892E-12
7.24436E3,25.1762E-12,32.3849E-12,39.7075E-12,51.4091E-12,68.7873E-12
7.41310E3,25.1620E-12,32.3777E-12,39.7035E-12,51.4066E-12,68.7856E-12
7.58578E3,25.1480E-12,32.3707E-12,39.6996E-12,51.4042E-12,68.7838E-12
7.76247E3,25.1344E-12,32.3639E-12,39.6958E-12,51.4017E-12,68.7821E-12
7.94328E3,25.1210E-12,32.3572E-12,39.6921E-12,51.3994E-12,68.7805E-12
8.12831E3,25.1080E-12,32.3506E-12,39.6884E-12,51.3971E-12,68.7788E-12
8.31764E3,25.0952E-12,32.3443E-12,39.6849E-12,51.3949E-12,68.7772E-12
8.51138E3,25.0828E-12,32.3380E-12,39.6814E-12,51.3927E-12,68.7757E-12
8.70964E3,25.0706E-12,32.3319E-12,39.6780E-12,51.3905E-12,68.7742E-12
8.91251E3,25.0586E-12,32.3259E-12,39.6746E-12,51.3884E-12,68.7727E-12
9.12011E3,25.0470E-12,32.3201E-12,39.6714E-12,51.3864E-12,68.7712E-12
9.33254E3,25.0356E-12,32.3144E-12,39.6682E-12,51.3844E-12,68.7698E-12
9.54993E3,25.0245E-12,32.3088E-12,39.6651E-12,51.3825E-12,68.7685E-12
9.77237E3,25.0136E-12,32.3034E-12,39.6621E-12,51.3805E-12,68.7671E-12
10.0000E3,25.0029E-12,32.2981E-12,39.6591E-12,51.3787E-12,68.7658E-12
10.2329E3,24.9925E-12,32.2929E-12,39.6562E-12,51.3769E-12,68.7645E-12
10.4713E3,24.9823E-12,32.2878E-12,39.6534E-12,51.3751E-12,68.7632E-12
10.7152E3,24.9724E-12,32.2828E-12,39.6506E-12,51.3733E-12,68.7620E-12
10.9648E3,24.9627E-12,32.2780E-12,39.6479E-12,51.3716E-12,68.7608E-12
11.2202E3,24.9532E-12,32.2732E-12,39.6453E-12,51.3700E-12,68.7596E-12
11.4815E3,24.9439E-12,32.2686E-12,39.6427E-12,51.3684E-12,68.7585E-12
11.7490E3,24.9348E-12,32.2640E-12,39.6401E-12,51.3668E-12,68.7573E-12
12.0226E3,24.9259E-12,32.2596E-12,39.6377E-12,51.3652E-12,68.7562E-12
12.3027E3,24.9172E-12,32.2553E-12,39.6353E-12,51.3637E-12,68.7552E-12
12.5893E3,24.9087E-12,32.2511E-12,39.6329E-12,51.3622E-12,68.7541E-12
12.8825E3,24.9004E-12,32.2469E-12,39.6306E-12,51.3608E-12,68.7531E-12
13.1826E3,24.8923E-12,32.2429E-12,39.6283E-12,51.3594E-12,68.7521E-12
13.4896E3,24.8844E-12,32.2389E-12,39.6261E-12,51.3580E-12,68.7511E-12
13.8038E3,24.8766E-12,32.2351E-12,39.6240E-12,51.3566E-12,68.7502E-12
14.1254E3,24.8690E-12,32.2313E-12,39.6219E-12,51.3553E-12,68.7492E-12
14.4544E3,24.8616E-12,32.2276E-12,39.6198E-12,51.3540E-12,68.7483E-12
14.7911E3,24.8544E-12,32.2240E-12,39.6178E-12,51.3527E-12,68.7474E-12
15.1356E3,24.8473E-12,32.2205E-12,39.6159E-12,51.3515E-12,68.7465E-12
15.4882E3,24.8404E-12,32.2170E-12,39.6139E-12,51.3503E-12,68.7457E-12
15.8489E3,24.8336E-12,32.2137E-12,39.6121E-12,51.3491E-12,68.7449E-12
16.2181E3,24.8270E-12,32.2104E-12,39.6102E-12,51.3480E-12,68.7440E-12
16.5959E3,24.8206E-12,32.2071E-12,39.6085E-12,51.3469E-12,68.7432E-12
16.9824E3,24.8142E-12,32.2040E-12,39.6067E-12,51.3458E-12,68.7425E-12
17.3780E3,24.8081E-12,32.2009E-12,39.6050E-12,51.3447E-12,68.7417E-12
17.7828E3,24.8020E-12,32.1979E-12,39.6033E-12,51.3436E-12,68.7410E-12
18.1970E3,24.7961E-12,32.1950E-12,39.6017E-12,51.3426E-12,68.7402E-12
18.6209E3,24.7904E-12,32.1921E-12,39.6001E-12,51.3416E-12,68.7395E-12
19.0546E3,24.7847E-12,32.1893E-12,39.5985E-12,51.3406E-12,68.7388E-12
19.4984E3,24.7792E-12,32.1866E-12,39.5970E-12,51.3397E-12,68.7382E-12
19.9526E3,24.7738E-12,32.1839E-12,39.5955E-12,51.3387E-12,68.7375E-12
20.4174E3,24.7686E-12,32.1813E-12,39.5941E-12,51.3378E-12,68.7369E-12
20.8930E3,24.7634E-12,32.1787E-12,39.5926E-12,51.3369E-12,68.7362E-12
21.3796E3,24.7584E-12,32.1762E-12,39.5913E-12,51.3361E-12,68.7356E-12
21.8776E3,24.7535E-12,32.1738E-12,39.5899E-12,51.3352E-12,68.7350E-12
22.3872E3,24.7487E-12,32.1714E-12,39.5886E-12,51.3344E-12,68.7344E-12
22.9087E3,24.7440E-12,32.1691E-12,39.5873E-12,51.3336E-12,68.7338E-12
23.4423E3,24.7394E-12,32.1668E-12,39.5860E-12,51.3328E-12,68.7333E-12
23.9883E3,24.7349E-12,32.1646E-12,39.5848E-12,51.3320E-12,68.7327E-12
24.5471E3,24.7305E-12,32.1624E-12,39.5836E-12,51.3312E-12,68.7322E-12
25.1189E3,24.7262E-12,32.1603E-12,39.5824E-12,51.3305E-12,68.7317E-12
25.7040E3,24.7220E-12,32.1582E-12,39.5812E-12,51.3298E-12,68.7311E-12
26.3027E3,24.7179E-12,32.1562E-12,39.5801E-12,51.3290E-12,68.7306E-12
26.9153E3,24.7139E-12,32.1542E-12,39.5790E-12,51.3284E-12,68.7301E-12
27.5423E3,24.7100E-12,32.1522E-12,39.5779E-12,51.3277E-12,68.7297E-12
28.1838E3,24.7062E-12,32.1503E-12,39.5768E-12,51.3270E-12,68.7292E-12
28.8403E3,24.7025E-12,32.1485E-12,39.5758E-12,51.3264E-12,68.7287E-12
29.5121E3,24.6988E-12,32.1467E-12,39.5748E-12,51.3257E-12,68.7283E-12
30.1995E3,24.6952E-12,32.1449E-12,39.5738E-12,51.3251E-12,68.7279E-12
30.9030E3,24.6918E-12,32.1432E-12,39.5729E-12,51.3245E-12,68.7274E-12
31.6228E3,24.6883E-12,32.1415E-12,39.5719E-12,51.3239E-12,68.7270E-12
32.3594E3,24.6850E-12,32.1398E-12,39.5710E-12,51.3233E-12,68.7266E-12
33.1131E3,24.6817E-12,32.1382E-12,39.5701E-12,51.3228E-12,68.7262E-12
33.8844E3,24.6786E-12,32.1366E-12,39.5692E-12,51.3222E-12,68.7258E-12
34.6737E3,24.6755E-12,32.1351E-12,39.5684E-12,51.3217E-12,68.7254E-12
35.4813E3,24.6724E-12,32.1336E-12,39.5675E-12,51.3212E-12,68.7251E-12
36.3078E3,24.6694E-12,32.1321E-12,39.5667E-12,51.3207E-12,68.7247E-12
37.1535E3,24.6665E-12,32.1307E-12,39.5659E-12,51.3201E-12,68.7243E-12
38.0189E3,24.6637E-12,32.1293E-12,39.5651E-12,51.3197E-12,68.7240E-12
38.9045E3,24.6609E-12,32.1279E-12,39.5644E-12,51.3192E-12,68.7237E-12
39.8107E3,24.6582E-12,32.1265E-12,39.5636E-12,51.3187E-12,68.7233E-12
40.7380E3,24.6556E-12,32.1252E-12,39.5629E-12,51.3182E-12,68.7230E-12
41.6869E3,24.6530E-12,32.1240E-12,39.5622E-12,51.3178E-12,68.7227E-12
42.6580E3,24.6504E-12,32.1227E-12,39.5615E-12,51.3174E-12,68.7224E-12
43.6516E3,24.6480E-12,32.1215E-12,39.5608E-12,51.3169E-12,68.7221E-12
44.6684E3,24.6455E-12,32.1203E-12,39.5601E-12,51.3165E-12,68.7218E-12
45.7088E3,24.6432E-12,32.1191E-12,39.5595E-12,51.3161E-12,68.7215E-12
46.7735E3,24.6409E-12,32.1180E-12,39.5588E-12,51.3157E-12,68.7212E-12
47.8630E3,24.6386E-12,32.1168E-12,39.5582E-12,51.3153E-12,68.7209E-12
48.9779E3,24.6364E-12,32.1157E-12,39.5576E-12,51.3149E-12,68.7207E-12
50.1187E3,24.6342E-12,32.1147E-12,39.5570E-12,51.3146E-12,68.7204E-12
51.2861E3,24.6321E-12,32.1136E-12,39.5564E-12,51.3142E-12,68.7201E-12
52.4807E3,24.6301E-12,32.1126E-12,39.5559E-12,51.3138E-12,68.7199E-12
53.7032E3,24.6281E-12,32.1116E-12,39.5553E-12,51.3135E-12,68.7196E-12
54.9541E3,24.6261E-12,32.1106E-12,39.5548E-12,51.3132E-12,68.7194E-12
56.2341E3,24.6242E-12,32.1097E-12,39.5542E-12,51.3128E-12,68.7192E-12
57.5440E3,24.6223E-12,32.1088E-12,39.5537E-12,51.3125E-12,68.7189E-12
58.8844E3,24.6205E-12,32.1079E-12,39.5532E-12,51.3122E-12,68.7187E-12
60.2560E3,24.6187E-12,32.1070E-12,39.5527E-12,51.3119E-12,68.7185E-12
61.6595E3,24.6169E-12,32.1061E-12,39.5523E-12,51.3116E-12,68.7183E-12
63.0957E3,24.6152E-12,32.1053E-12,39.5518E-12,51.3113E-12,68.7181E-12
64.5654E3,24.6135E-12,32.1044E-12,39.5513E-12,51.3110E-12,68.7179E-12
66.0693E3,24.6119E-12,32.1036E-12,39.5509E-12,51.3107E-12,68.7177E-12
67.6083E3,24.6103E-12,32.1028E-12,39.5504E-12,51.3104E-12,68.7175E-12
69.1831E3,24.6087E-12,32.1020E-12,39.5500E-12,51.3102E-12,68.7173E-12
70.7946E3,24.6072E-12,32.1013E-12,39.5496E-12,51.3099E-12,68.7171E-12
72.4436E3,24.6057E-12,32.1006E-12,39.5492E-12,51.3096E-12,68.7169E-12
74.1310E3,24.6042E-12,32.0998E-12,39.5488E-12,51.3094E-12,68.7167E-12
75.8578E3,24.6028E-12,32.0991E-12,39.5484E-12,51.3091E-12,68.7165E-12
77.6247E3,24.6014E-12,32.0984E-12,39.5480E-12,51.3089E-12,68.7164E-12
79.4328E3,24.6001E-12,32.0978E-12,39.5476E-12,51.3087E-12,68.7162E-12
81.2831E3,24.5987E-12,32.0971E-12,39.5473E-12,51.3084E-12,68.7160E-12
83.1764E3,24.5974E-12,32.0965E-12,39.5469E-12,51.3082E-12,68.7159E-12
85.1138E3,24.5962E-12,32.0958E-12,39.5465E-12,51.3080E-12,68.7157E-12
87.0964E3,24.5949E-12,32.0952E-12,39.5462E-12,51.3078E-12,68.7156E-12
89.1251E3,24.5937E-12,32.0946E-12,39.5459E-12,51.3076E-12,68.7154E-12
91.2011E3,24.5925E-12,32.0940E-12,39.5455E-12,51.3074E-12,68.7153E-12
93.3254E3,24.5913E-12,32.0934E-12,39.5452E-12,51.3072E-12,68.7151E-12
95.4993E3,24.5902E-12,32.0929E-12,39.5449E-12,51.3070E-12,68.7150E-12
97.7237E3,24.5891E-12,32.0923E-12,39.5446E-12,51.3068E-12,68.7149E-12
100.000E3,24.5880E-12,32.0918E-12,39.5443E-12,51.3066E-12,68.7147E-12
102.329E3,24.5870E-12,32.0913E-12,39.5440E-12,51.3064E-12,68.7146E-12
